c_0_0,c_0_1,c_0_2,c_0_3,c_0_4,c_0_5,c_0_6,c_1_0,c_1_1,c_1_2,c_1_3,c_1_4,c_1_5,c_1_6,c_2_0,c_2_1,c_2_2,c_2_3,c_2_4,c_2_5,c_2_6,c_3_0,c_3_1,c_3_2,c_3_3,c_3_4,c_3_5,c_3_6,c_4_0,c_4_1,c_4_2,c_4_3,c_4_4,c_4_5,c_4_6,c_5_0,c_5_1,c_5_2,c_5_3,c_5_4,c_5_5,c_5_6,move
V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,O,X,O,V,V,V,V,O,X,X,V,V,O,O,X,O,X,V,V,O,X,X,X,O,V,V,push_2
V,V,V,O,V,V,V,V,V,X,X,V,V,V,V,V,O,X,O,V,V,V,O,O,X,X,V,V,O,O,X,O,X,V,V,O,X,X,X,O,V,V,push_1
V,V,V,O,V,V,V,V,V,X,X,V,V,V,V,X,O,X,O,V,V,O,O,O,X,X,V,V,O,O,X,O,X,V,V,O,X,X,X,O,V,V,push_0
V,V,O,O,V,V,V,V,V,X,X,V,V,V,X,X,O,X,O,V,V,O,O,O,X,X,V,V,O,O,X,O,X,V,V,O,X,X,X,O,V,V,pop_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,O,X,X,V,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,O,X,X,X,O,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,V,O,X,X,X,O,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,V,V,V,O,X,O,V,V,V,O,X,X,X,O,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,O,V,V,V,V,V,O,X,O,O,V,V,O,X,X,X,O,push_3
V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,X,O,V,V,V,V,V,O,X,O,O,V,V,O,X,X,X,O,push_2
V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,V,X,O,V,V,V,V,V,X,O,V,V,V,V,X,O,X,O,O,V,V,O,X,X,X,O,push_4
V,V,V,O,V,V,V,V,V,V,X,X,V,V,V,V,V,X,O,V,V,V,V,V,X,O,V,V,V,V,X,O,X,O,O,O,V,O,X,X,X,O,push_1
V,V,V,O,V,V,V,V,V,V,X,X,V,V,V,V,V,X,O,V,V,V,V,V,X,O,O,V,V,V,X,O,X,O,O,O,X,O,X,X,X,O,pop_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,X,X,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,O,X,X,X,V,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,O,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,V,V,V,O,X,X,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,O,V,V,V,V,V,O,X,X,X,V,push_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,O,V,V,V,V,V,X,O,V,V,V,V,V,O,X,X,X,O,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,O,V,V,V,V,V,X,O,O,V,V,V,V,O,X,X,X,O,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,O,V,V,V,V,V,X,O,O,O,X,V,V,O,X,X,X,O,push_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,O,V,V,O,V,V,X,O,O,O,X,V,V,O,X,X,X,O,pop_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,O,X,V,V,V,push_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,O,X,V,V,X,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,O,X,X,O,X,push_5
V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,X,V,V,V,O,X,X,O,X,push_3
V,V,V,X,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,O,X,V,X,V,V,V,O,X,X,O,X,push_6
V,V,V,X,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,O,X,O,X,X,V,V,O,X,X,O,X,push_4
V,V,V,X,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,O,O,X,V,V,V,V,O,X,O,X,X,V,V,O,X,X,O,X,pop_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,O,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,O,O,V,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,O,O,X,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,O,V,X,V,V,X,V,O,O,X,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,X,V,V,V,V,X,V,O,V,V,V,V,X,V,O,V,X,V,V,X,V,O,O,X,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,X,V,V,V,V,X,V,O,V,V,V,V,X,V,O,V,X,V,X,X,O,O,O,X,V,push_1
V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,X,V,V,V,V,X,V,O,V,X,V,V,X,V,O,V,X,V,X,X,O,O,O,X,V,push_5
V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,X,V,O,V,V,X,V,O,V,X,V,V,X,V,O,V,X,V,X,X,O,O,O,X,X,push_5
V,V,V,V,V,V,V,V,O,V,V,V,O,V,V,O,V,X,V,O,V,V,X,V,O,V,X,V,X,X,V,O,V,X,V,X,X,O,O,O,X,X,push_1
V,O,V,V,V,V,V,V,O,V,X,V,O,V,V,O,V,X,V,O,V,V,X,V,O,V,X,V,X,X,V,O,V,X,V,X,X,O,O,O,X,X,push_0
V,O,V,V,V,V,V,V,O,V,X,V,O,V,V,O,V,X,V,O,V,O,X,V,O,V,X,V,X,X,V,O,V,X,X,X,X,O,O,O,X,X,push_5
V,O,V,V,V,O,V,V,O,V,X,V,O,V,V,O,V,X,V,O,V,O,X,V,O,V,X,V,X,X,X,O,V,X,X,X,X,O,O,O,X,X,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,O,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,O,X,X,X,O,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,O,V,V,V,O,X,X,X,O,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,V,V,V,O,X,O,V,V,V,O,X,X,X,O,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,X,V,V,V,O,O,X,O,V,V,V,O,X,X,X,O,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,O,X,V,V,V,O,O,X,O,O,V,V,O,X,X,X,O,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,O,V,V,V,V,O,X,X,V,V,O,O,X,O,O,V,V,O,X,X,X,O,V,push_4
V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,V,V,X,X,O,V,V,V,V,O,X,X,V,V,O,O,X,O,O,V,V,O,X,X,X,O,V,push_6
V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,V,V,X,X,O,V,V,V,V,O,X,X,V,V,O,O,X,O,O,V,V,O,X,X,X,O,X,push_6
V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,V,V,X,X,O,V,V,V,O,O,X,X,V,V,O,O,X,O,O,X,V,O,X,X,X,O,X,push_2
V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,V,X,X,X,O,V,V,V,O,O,X,X,V,V,O,O,X,O,O,X,O,O,X,X,X,O,X,push_6
V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,V,X,X,X,O,O,V,V,O,O,X,X,X,V,O,O,X,O,O,X,O,O,X,X,X,O,X,pop_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,X,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,O,X,X,X,V,push_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,V,V,V,O,X,X,X,O,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,O,V,O,V,V,V,O,X,X,X,O,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,O,O,O,X,V,V,O,X,X,X,O,push_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,V,V,O,V,V,X,O,O,O,X,V,V,O,X,X,X,O,pop_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,O,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,X,X,V,O,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,X,V,V,O,V,V,V,X,X,V,O,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,O,V,V,V,X,V,V,O,V,V,O,X,X,V,O,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,X,V,V,V,X,V,V,O,V,V,V,X,V,V,O,V,V,O,X,X,V,O,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,X,V,V,V,X,V,V,O,V,V,X,X,O,V,O,V,V,O,X,X,V,O,V,push_0
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,X,V,V,V,X,V,V,O,V,V,X,X,O,V,O,V,X,O,X,X,O,O,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,O,V,X,V,V,V,X,X,V,O,V,V,X,X,O,V,O,V,X,O,X,X,O,O,V,push_0
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,O,V,X,V,V,V,X,X,V,O,V,X,X,X,O,V,O,V,X,O,X,X,O,O,O,pop_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,X,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,V,V,X,X,V,X,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,V,X,V,X,X,O,X,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,X,V,O,V,V,V,V,X,O,X,X,O,X,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,X,V,O,X,O,V,V,X,O,X,X,O,X,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,O,V,O,V,V,X,V,O,X,O,V,V,X,O,X,X,O,X,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,X,V,O,O,O,V,V,X,V,O,X,O,V,V,X,O,X,X,O,X,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,X,V,X,V,V,X,V,O,O,O,V,V,X,V,O,X,O,V,V,X,O,X,X,O,X,push_5
V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,O,V,X,X,X,V,V,X,V,O,O,O,V,V,X,V,O,X,O,V,V,X,O,X,X,O,X,pop_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,V,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,O,V,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,O,X,X,X,O,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,O,X,V,V,O,X,X,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,O,V,X,O,X,V,V,O,X,X,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,O,V,V,V,O,V,X,O,X,V,V,O,X,X,X,O,V,V,push_3
V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,V,V,X,O,V,V,V,O,V,X,O,X,V,V,O,X,X,X,O,V,V,push_4
V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,O,X,V,V,V,O,V,X,O,X,V,V,O,V,X,O,X,V,V,O,X,X,X,O,V,V,push_0
V,V,V,V,V,V,V,V,V,V,O,V,V,V,X,V,O,X,V,V,V,O,V,X,O,X,V,V,O,V,X,O,X,V,V,O,X,X,X,O,V,O,push_4
V,V,V,V,V,V,V,V,V,V,O,V,V,V,X,V,O,X,X,V,V,O,V,X,O,X,V,V,O,O,X,O,X,V,V,O,X,X,X,O,V,O,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,X,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,X,X,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,O,X,X,X,V,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,X,X,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,X,O,V,V,push_0
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,V,V,O,X,X,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,O,V,V,V,V,V,V,O,X,V,V,V,O,X,X,X,O,V,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,O,V,V,V,V,V,O,O,X,V,V,V,O,X,X,X,O,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,O,O,X,O,V,V,O,X,O,X,O,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,X,V,O,V,V,V,O,O,X,O,V,V,O,X,O,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,O,V,X,V,V,V,X,X,V,O,V,V,V,O,O,X,O,V,V,O,X,O,X,O,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,O,V,X,V,V,V,X,X,O,O,V,V,V,O,O,X,O,V,V,O,X,O,X,O,X,V,push_3
V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,O,O,X,V,V,V,V,X,O,O,V,V,V,X,O,X,O,V,V,O,O,O,X,O,X,V,push_3
V,V,V,X,V,V,V,V,V,V,O,X,V,V,V,V,O,O,X,V,V,V,V,X,O,O,V,V,V,X,O,X,O,V,V,O,O,O,X,O,X,V,push_5
V,V,V,X,V,V,V,V,V,X,O,X,V,V,V,V,O,O,X,V,V,V,V,X,O,O,V,V,V,X,O,X,O,O,V,O,O,O,X,O,X,V,push_6
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,X,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,X,V,V,V,V,V,O,X,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,V,V,V,V,V,O,X,V,V,V,V,V,O,X,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,O,V,V,V,V,V,X,X,V,V,V,V,V,O,X,V,V,V,V,V,O,X,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,O,V,V,V,V,V,X,X,V,V,V,X,V,O,X,V,V,V,O,V,O,X,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,O,V,V,V,V,V,X,X,V,V,V,X,V,O,X,V,V,O,O,X,O,X,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,O,V,V,V,V,X,X,X,V,V,V,X,O,O,X,V,V,O,O,X,O,X,V,pop_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,X,X,X,O,V,V,push_0
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,V,O,X,X,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,V,V,V,V,X,O,V,V,V,O,X,X,X,O,V,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,O,X,V,V,V,V,O,X,O,V,V,V,O,X,X,X,O,V,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,X,V,V,V,V,O,O,X,V,V,V,V,O,X,O,V,V,V,O,X,X,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,X,V,V,V,V,O,O,X,V,V,V,V,O,X,O,X,V,V,O,X,X,X,O,V,V,push_3
V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,X,O,X,V,V,V,V,O,O,X,V,V,V,X,O,X,O,X,V,V,O,X,X,X,O,V,V,push_0
V,V,V,V,V,V,V,V,X,V,O,V,V,V,V,X,O,X,V,V,V,O,O,O,X,V,V,V,X,O,X,O,X,V,V,O,X,X,X,O,V,V,pop_0
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,V,V,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,V,V,V,X,X,O,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,O,V,V,V,V,X,X,X,O,V,V,push_0
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,V,V,V,X,O,V,V,V,O,X,X,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,V,V,V,V,X,O,V,V,V,V,V,X,O,V,V,V,O,X,X,X,O,V,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,V,V,V,V,V,X,O,V,V,V,V,V,X,O,X,V,V,O,X,X,X,O,O,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,X,X,V,V,V,V,X,O,O,V,V,V,V,X,O,X,V,V,O,X,X,X,O,O,V,pop_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,X,X,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,X,V,X,X,V,V,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,V,V,O,V,V,V,X,O,X,X,V,X,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,X,V,O,V,V,V,X,O,X,X,O,X,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,O,V,V,V,V,X,V,O,O,V,V,X,O,X,X,O,X,V,push_4
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,O,O,V,V,V,X,V,O,O,V,V,X,O,X,X,O,X,V,push_5
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,O,O,V,V,V,X,X,O,O,O,V,X,O,X,X,O,X,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,X,O,O,O,V,V,V,X,X,O,O,O,V,X,O,X,X,O,X,V,push_1
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,push_3
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,O,V,V,push_2
V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,O,V,V,V,V,X,X,O,V,V,push_1
